date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:20:10	61/61	---M--	200	added ('OK')	text/csv	date:Wed,%2016%20Sep%202020%2023:20:08%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&tx_regiones_region%5Baction%5D=generateCSV&tx_regiones_region%5Bcontroller%5D=Region&cHash=137fc8c5cd3951bbb9952e7dd4c3d0d5	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/Reporte_Regions_16-09-2020_20_20_08a65d.csv	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65)
20:20:10	10978/10978	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:20:08%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&tx_regiones_region%5Bregion%5D=1&tx_regiones_region%5Baction%5D=show&tx_regiones_region%5Bcontroller%5D=Region&cHash=f46b801d9068e541ea79b0443dd07b91	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index1de8.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65)
20:20:11	188508/188508	---M--	200	added ('OK')	application/font-sfnt	etag:%222e05c-5ad5e463c6234%22	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/typo3conf/ext/bootstrap_package/Resources/Public/Fonts/ionicons.ttf?v=2.0.0	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/typo3conf/ext/bootstrap_package/Resources/Public/Fonts/ionicons28b5.ttf	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/typo3conf/ext/bootstrap_package/Resources/Public/Css/ionicons.min.css?1597995300)
20:20:11	12372/12372	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:20:08%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&tx_regiones_region%5Bregion%5D=1&tx_regiones_region%5Baction%5D=edit&tx_regiones_region%5Bcontroller%5D=Region&cHash=2b184b113e96d9bb7e4ecdd683dfe585	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/indexb6cc.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65)
20:20:11	45404/45404	---M--	200	added ('OK')	application/font-sfnt	etag:%22b15c-5ad5e463c6234%22	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/typo3conf/ext/bootstrap_package/Resources/Public/Fonts/glyphicons-halflings-regular.ttf	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/typo3conf/ext/bootstrap_package/Resources/Public/Fonts/glyphicons-halflings-regular.ttf	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/typo3temp/assets/bootstrappackage/lessphp_594286df7ff4fe903f450f748726cc0ea3fb2cd5.css?1597995369)
20:20:11	10682/10682	---M--	303	error ('See%20Other')	text/html	date:Wed,%2016%20Sep%202020%2023:20:09%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&tx_regiones_region%5Bregion%5D=1&tx_regiones_region%5Baction%5D=delete&tx_regiones_region%5Bcontroller%5D=Region&cHash=b974b27562a1d41a8ee1076befe6d8cc	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index4a34.php	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65)
20:20:12	17848/17848	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:20:09%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&tx_regiones_region%5Baction%5D=list&tx_regiones_region%5Bcontroller%5D=Region&cHash=1922818a2f409e15cdac284c15316dfb	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index522f.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65)
20:20:12	10978/10978	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:20:10%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&tx_regiones_region%5Bregion%5D=2&tx_regiones_region%5Baction%5D=show&tx_regiones_region%5Bcontroller%5D=Region&cHash=38d51c4fd831d51d622a31c16ea259d6	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index93ef.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65)
20:20:12	12376/12376	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:20:10%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&tx_regiones_region%5Bregion%5D=2&tx_regiones_region%5Baction%5D=edit&tx_regiones_region%5Bcontroller%5D=Region&cHash=77af613f5f118baefdfd89ad687330ac	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index83e6.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65)
20:20:13	10682/10682	---M--	303	error ('See%20Other')	text/html	date:Wed,%2016%20Sep%202020%2023:20:10%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&tx_regiones_region%5Bregion%5D=2&tx_regiones_region%5Baction%5D=delete&tx_regiones_region%5Bcontroller%5D=Region&cHash=e84ed0506ac4c5c129c158bcfb3462a4	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index3293.php	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65)
20:20:13	11108/11108	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:20:11%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&tx_regiones_region%5Bregion%5D=3&tx_regiones_region%5Baction%5D=show&tx_regiones_region%5Bcontroller%5D=Region&cHash=532eeb7352e2f753f1c27b9b76945a60	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index938b.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65)
20:20:14	12370/12370	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:20:11%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&tx_regiones_region%5Bregion%5D=3&tx_regiones_region%5Baction%5D=edit&tx_regiones_region%5Bcontroller%5D=Region&cHash=57f51247c42e8dbd4e10b03b23dc33b5	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index3bba.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65)
20:20:14	10682/10682	---M--	303	error ('See%20Other')	text/html	date:Wed,%2016%20Sep%202020%2023:20:12%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&tx_regiones_region%5Bregion%5D=3&tx_regiones_region%5Baction%5D=delete&tx_regiones_region%5Bcontroller%5D=Region&cHash=d4f20dfcce56e707b893d1c8ce382d0f	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index5aa9.php	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65)
20:20:15	11108/11108	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:20:12%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&tx_regiones_region%5Bregion%5D=4&tx_regiones_region%5Baction%5D=show&tx_regiones_region%5Bcontroller%5D=Region&cHash=e00ff392f717602c1404528cdcc8ea35	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index3f7c.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65)
20:20:15	12376/12376	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:20:13%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&tx_regiones_region%5Bregion%5D=4&tx_regiones_region%5Baction%5D=edit&tx_regiones_region%5Bcontroller%5D=Region&cHash=ccc747ad427f9884ad9c6bb710ae4a7b	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index8397.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65)
20:20:15	10682/10682	---M--	303	error ('See%20Other')	text/html	date:Wed,%2016%20Sep%202020%2023:20:13%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&tx_regiones_region%5Bregion%5D=4&tx_regiones_region%5Baction%5D=delete&tx_regiones_region%5Bcontroller%5D=Region&cHash=4e1c25afe00f2bb0bcc76f865ef143d1	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index3109.php	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65)
20:20:16	11108/11108	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:20:13%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&tx_regiones_region%5Bregion%5D=5&tx_regiones_region%5Baction%5D=show&tx_regiones_region%5Bcontroller%5D=Region&cHash=176d6a8e3d2475eaf18c4980675fbd66	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index6127.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65)
20:20:16	12368/12368	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:20:14%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&tx_regiones_region%5Bregion%5D=5&tx_regiones_region%5Baction%5D=edit&tx_regiones_region%5Bcontroller%5D=Region&cHash=176c867f17491be51d401d1a76da0d16	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/indexa3b9.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65)
20:20:17	10682/10682	---M--	303	error ('See%20Other')	text/html	date:Wed,%2016%20Sep%202020%2023:20:14%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&tx_regiones_region%5Bregion%5D=5&tx_regiones_region%5Baction%5D=delete&tx_regiones_region%5Bcontroller%5D=Region&cHash=63ca7d1e6e5210333f4abfd6ad9995a5	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/indexf0d1.php	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65)
20:20:17	14130/14130	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:20:15%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&L=0	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/indexd6e3.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65)
20:20:18	12548/12548	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:20:15%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66&tx_regiones_comuna%5Baction%5D=new&tx_regiones_comuna%5Bcontroller%5D=Comuna&cHash=b67ae5c3846560b611487309ff6fb39d	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/indexb56f.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66)
20:20:18	47/47	---M--	200	added ('OK')	text/csv	date:Wed,%2016%20Sep%202020%2023:20:16%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66&tx_regiones_comuna%5Baction%5D=generateCSV&tx_regiones_comuna%5Bcontroller%5D=Comuna&cHash=6c0a844c01eb0e32bc72432095e1351b	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/Reporte_Comunas_16-09-2020_20_20_162adb.csv	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66)
20:20:19	6285/6285	---M--	200	added ('OK')	application/octet-stream-unknown	date:Wed,%2016%20Sep%202020%2023:20:16%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66&tx_regiones_comuna%5Baction%5D=generateExcel&tx_regiones_comuna%5Bcontroller%5D=Comuna&cHash=f78ffe32dac62fcd8519b770b2d02f27	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/Reporte_Comunas_16-09-2020_20_20_1686ac.xlsx	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66)
20:20:19	11042/11042	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:20:16%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66&tx_regiones_comuna%5Bcomuna%5D=1&tx_regiones_comuna%5Baction%5D=show&tx_regiones_comuna%5Bcontroller%5D=Comuna&cHash=29f5c9e71294f9789769dd34b2c2621a	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index6a07.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66)
20:20:20	12712/12712	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:20:17%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66&tx_regiones_comuna%5Bcomuna%5D=1&tx_regiones_comuna%5Baction%5D=edit&tx_regiones_comuna%5Bcontroller%5D=Comuna&cHash=03228b651cdad5833569fcc26279637c	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index8198.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66)
20:20:20	10746/10746	---M--	303	error ('See%20Other')	text/html	date:Wed,%2016%20Sep%202020%2023:20:18%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66&tx_regiones_comuna%5Bcomuna%5D=1&tx_regiones_comuna%5Baction%5D=delete&tx_regiones_comuna%5Bcontroller%5D=Comuna&cHash=606323854df88e70ff36ee0426d91cd3	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index7b44.php	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66)
20:20:20	16628/16628	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:20:18%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66&tx_regiones_comuna%5Baction%5D=list&tx_regiones_comuna%5Bcontroller%5D=Comuna&cHash=697f7355377af5d754d9a4853deb4a55	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index2009.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66)
20:20:21	11042/11042	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:20:18%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66&tx_regiones_comuna%5Bcomuna%5D=3&tx_regiones_comuna%5Baction%5D=show&tx_regiones_comuna%5Bcontroller%5D=Comuna&cHash=da6a52f8a9d73d8c88c18c69bd026b92	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index61a9.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66)
20:20:21	12714/12714	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:20:19%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66&tx_regiones_comuna%5Bcomuna%5D=3&tx_regiones_comuna%5Baction%5D=edit&tx_regiones_comuna%5Bcontroller%5D=Comuna&cHash=564d4e3dddf481316386d2bac55b8d77	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index16b7.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66)
20:20:22	10746/10746	---M--	303	error ('See%20Other')	text/html	date:Wed,%2016%20Sep%202020%2023:20:19%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66&tx_regiones_comuna%5Bcomuna%5D=3&tx_regiones_comuna%5Baction%5D=delete&tx_regiones_comuna%5Bcontroller%5D=Comuna&cHash=07e97204e9a260fb409910e06b9f3a17	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index16fa.php	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66)
20:20:22	11172/11172	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:20:20%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66&tx_regiones_comuna%5Bcomuna%5D=4&tx_regiones_comuna%5Baction%5D=show&tx_regiones_comuna%5Bcontroller%5D=Comuna&cHash=e19090dafbd36629b10ffa1b2e7fd830	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index464a.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66)
20:20:23	12716/12716	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:20:20%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66&tx_regiones_comuna%5Bcomuna%5D=4&tx_regiones_comuna%5Baction%5D=edit&tx_regiones_comuna%5Bcontroller%5D=Comuna&cHash=cf507fde4bfdbdf6d11f239321134a46	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/indexd024.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66)
20:20:23	10746/10746	---M--	303	error ('See%20Other')	text/html	date:Wed,%2016%20Sep%202020%2023:20:21%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66&tx_regiones_comuna%5Bcomuna%5D=4&tx_regiones_comuna%5Baction%5D=delete&tx_regiones_comuna%5Bcontroller%5D=Comuna&cHash=aa168d9e2992baffac93666e74256da2	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/indexf580.php	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66)
20:20:23	14238/14238	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:20:21%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66&L=0	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index8e33.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=66)
20:20:24	12484/12484	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:20:22%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=67&tx_regiones_ciudad%5Baction%5D=new&tx_regiones_ciudad%5Bcontroller%5D=Ciudad&cHash=92645097db351148a418a53e35547652	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index40d0.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=67)
20:20:25	14/14	---M--	200	added ('OK')	text/csv	date:Wed,%2016%20Sep%202020%2023:20:23%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=67&tx_regiones_ciudad%5Baction%5D=generateCSV&tx_regiones_ciudad%5Bcontroller%5D=Ciudad&cHash=0d12229d9593384d535679d5c787d4fc	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/Reporte_Ciudads_16-09-2020_20_20_230364.csv	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=67)
20:20:25	6210/6210	---M--	200	added ('OK')	application/octet-stream-unknown	date:Wed,%2016%20Sep%202020%2023:20:22%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=67&tx_regiones_ciudad%5Baction%5D=generateExcel&tx_regiones_ciudad%5Bcontroller%5D=Ciudad&cHash=66bd86e91b84971cc714a873115367e1	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/Reporte_Ciudads_16-09-2020_20_20_220976.xlsx	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=67)
20:20:25	13988/13988	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:20:23%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=67&L=0	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index09e8.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=67)
20:21:22	1830050/1830050	---M--	200	added ('OK')	image/jpeg	etag:%221beca2-5ad6852839f36%22	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/fileadmin/user_upload/val1.jpg	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/fileadmin/user_upload/val1.jpg	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/)
20:21:22	9719/9719	---M-Z	200	added ('OK')	text/html	etag:%2215fe4aaac5532941d0b90d571f701839-gzip%22	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=64&L=0	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index21f5.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=64)
20:21:22	10466/10466	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:21:20%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&tx_regiones_region%5Bregion%5D=2&tx_regiones_region%5Baction%5D=delete&tx_regiones_region%5Bcontroller%5D=Region&cHash=e84ed0506ac4c5c129c158bcfb3462a4	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index3293.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&tx_regiones_region%5Baction%5D=list&tx_regiones_region%5Bcontroller%5D=Region&cHash=1922818a2f409e15cdac284c15316dfb)
20:21:23	10466/10466	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:21:20%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&tx_regiones_region%5Bregion%5D=3&tx_regiones_region%5Baction%5D=delete&tx_regiones_region%5Bcontroller%5D=Region&cHash=d4f20dfcce56e707b893d1c8ce382d0f	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index5aa9.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&tx_regiones_region%5Baction%5D=list&tx_regiones_region%5Bcontroller%5D=Region&cHash=1922818a2f409e15cdac284c15316dfb)
20:21:23	10466/10466	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:21:21%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&tx_regiones_region%5Bregion%5D=4&tx_regiones_region%5Baction%5D=delete&tx_regiones_region%5Bcontroller%5D=Region&cHash=4e1c25afe00f2bb0bcc76f865ef143d1	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index3109.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&tx_regiones_region%5Baction%5D=list&tx_regiones_region%5Bcontroller%5D=Region&cHash=1922818a2f409e15cdac284c15316dfb)
20:21:23	10466/10466	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:21:21%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&tx_regiones_region%5Bregion%5D=5&tx_regiones_region%5Baction%5D=delete&tx_regiones_region%5Bcontroller%5D=Region&cHash=63ca7d1e6e5210333f4abfd6ad9995a5	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/indexf0d1.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&tx_regiones_region%5Baction%5D=list&tx_regiones_region%5Bcontroller%5D=Region&cHash=1922818a2f409e15cdac284c15316dfb)
20:21:23	12210/12210	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Sep%202020%2023:21:21%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&L=0&tx_regiones_region%5Baction%5D=new&tx_regiones_region%5Bcontroller%5D=Region&cHash=44ab1329d73c67c547c910ffc51c358e	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/indexa1d7.html	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&L=0)
20:21:24	6195/6195	---M--	200	added ('OK')	application/octet-stream-unknown	date:Wed,%2016%20Sep%202020%2023:21:22%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&L=0&tx_regiones_region%5Baction%5D=generateExcel&tx_regiones_region%5Bcontroller%5D=Region&cHash=2e34a48cd1201f4957b471a131553d12	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/Reporte_Regions_16-09-2020_20_21_22d695.xlsx	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&L=0)
20:21:24	7/7	---M--	200	added ('OK')	text/csv	date:Wed,%2016%20Sep%202020%2023:21:22%20GMT	http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&L=0&tx_regiones_region%5Baction%5D=generateCSV&tx_regiones_region%5Bcontroller%5D=Region&cHash=137fc8c5cd3951bbb9952e7dd4c3d0d5	C:/Users/JAVIER/Desktop/paginavalorant/bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/Reporte_Regions_16-09-2020_20_21_22074f.csv	(from http://bruselas.ceisufro.cl/sitios/jsilva23/proyecto1/index.php?id=65&L=0)
